"","points.1","points.2"
"B.US..91C22_D0_D8_2_c_S64.MH632785",103.469214895859,-1.43831924650055
"C.MW.2012.CH1754.3.d0609.ipe021_15.51.MF501888",-176.312985147319,-61.0159458382682
"C.MW.2009.CH1012_3_d0246_ipe017_30_33.MG899164",-169.886831571139,-46.3327251254966
"B.US.2003.04013321_2_2D9.GU330570",114.784017594907,-9.8939890379636
"B.US.2002.04013211_3_B19.GU330350",132.221062181151,-3.37239629577909
"B.US.2012.T8250_2H11.KU901915",118.676865711498,-11.9350715088602
"A1.KE..MI206_W0M_ENV_E1.DQ208463",-109.088664279188,76.1144393289931
"B.US.2007.CH0040_3_d0197_ipe032_2_03.MG900201",124.679718665231,2.09774342522436
"C.IN.2000.DEMC00IN005.KP109480",-176.219224371306,-45.5074271032407
"B.CN..BJ171.13.MN617379",107.193014227056,-9.95762382580772
"C.MW.2007.C.703010131.w36.273dps.e8.JX972559",-150.127165239161,-47.1138823347402
"B.JP.2001.DR388.AB289590",107.850515017255,-5.24351677642542
"B.US.2008.DONOR19.273.27.1AL22.MN516075",100.295461906623,11.4426491553487
"B.US.2007.SADO6038_C12.HQ217589",117.125388094398,-9.73838664754543
"B.US.1998.1059_08_B45.EU578895",122.436775040627,-4.4416664606245
"01_AE.JP..DR1873.AB253652",-130.959868987525,187.910325529868
"B.US.2009.314_De01SbNE81IX17b.MH666207",106.662343928533,8.16223258560247
"D.GB.2008.N535_F5.HQ595791",72.3043073510555,18.3568823474507
"B.US.2017.P3A_052317.9.MT998782",121.420376658869,1.83097475912313
"A1C.RW.2005.R63M_175011_3.MT942730",-124.027643864348,31.7267272408298
"B.US.2013.Donor8.C3.p6a22.KY748632",115.603887002323,-14.2133865518224
"C.ZM.2011.DEMC11ZM003.KP109494",-163.350568917134,-63.288212709039
"C.ZM.2004.11M.PB.2704.KY229645",-168.308918212577,-62.9353887797502
"C.MW.2011.CH0848.3.d0949.10.14.KX217748",-163.886257115375,-87.8537321100714
